,Date,Hour,Dew_Point,TD1,TD2,TD3,TD4,TD5
44,2019/1/4,16:20,-2,4,1023,"22,2 km/sa, K","10,00",Çok bulutlu (792 m)
45,18:20,18:20,,,,,,
46,2019/1/4,20:20,-3,4,1023,"25,9 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
47,2019/1/4,22:20,-3,5,1023,"25,9","10,00",Çok bulutlu (2.438 m)
48,00:20,00:20,,,,,,
49,2019/1/5,02:20,-2,4,1021,"25,9","10,00",Çok bulutlu (2.438 m)
50,2019/1/5,04:20,0,3,1019,"25,9","10,00",Çok bulutlu (2.134 m)
51,06:20,06:20,,,,,,
52,2019/1/5,08:20,1,4,1015,"29,6","10,00",Çok bulutlu (914 m)
53,2019/1/5,10:20,1,4,1014,"25,9","10,00",Çok bulutlu (914 m)
54,12:20,12:20,,,,,,
55,2019/1/5,14:20,2,4,1012,"18,5","6,00",Çok bulutlu (671 m)
56,2019/1/5,16:20,2,5,1013,"11,1 km/sa, D","8,00",Çok bulutlu (762 m)
57,18:20,18:20,,,,,,
58,2019/1/5,20:20,1,4,1013,"18,5 km/sa, K","8,00",Çok bulutlu (610 m)
59,2019/1/5,22:20,1,4,1013,"18,5 km/sa, K","10,00",Çok bulutlu (914 m)
60,00:20,00:20,,,,,,
61,2019/1/6,02:20,1,4,1010,"16,7 km/sa, K","10,00",Çok bulutlu (1.067 m)
62,2019/1/6,04:20,1,3,1010,"18,5 km/sa, K","10,00",Çok bulutlu (762 m)
63,06:20,06:20,,,,,,
64,2019/1/6,08:20,-1,3,1009,"24,1 km/sa, K","10,00",Çok bulutlu (2.134 m)
65,2019/1/6,10:20,-1,3,1009,"24,1 km/sa, K","10,00",Çok bulutlu (3.048 m)
66,12:20,12:20,,,,,,
67,2019/1/6,14:20,0,4,1009,"13,0 km/sa, K","10,00",Çok bulutlu (3.048 m)
68,2019/1/6,16:20,-1,4,1010,"16,7 km/sa, K","10,00",Çok bulutlu (2.743 m)
69,18:20,18:20,,,,,,
70,2019/1/6,20:20,-3,1,1012,"13,0 km/sa, K","10,00",Parçalı Bulutlu (1.067 m)
71,2019/1/6,22:20,-1,1,1013,"14,8 km/sa, KB","10,00",Çok bulutlu (2.743 m)
72,00:20,00:20,,,,,,
73,2019/1/7,02:20,-1,1,1014,"20,4 km/sa, K","10,00",Çok bulutlu (2.438 m)
74,2019/1/7,04:20,0,1,1015,"18,5 km/sa, K","10,00",Çok bulutlu (762 m)
75,06:20,06:20,,,,,,
76,2019/1/7,08:20,-1,2,1016,"16,7 km/sa, K","7,00",Kapalı (2.134 m)
77,2019/1/7,10:20,-3,2,1018,"22,2 km/sa, K","7,00",Çok bulutlu (2.134 m)
78,12:20,12:20,,,,,,
79,2019/1/7,14:20,-4,3,1019,"25,9 km/sa, K","10,00",Çok bulutlu (2.438 m)
80,2019/1/7,16:20,-5,3,1019,"29,6 km/sa, K","10,00",Çok bulutlu (3.048 m)
81,18:20,18:20,,,,,,
82,2019/1/7,20:20,-2,1,1021,"18,5 km/sa, K","10,00",Çok bulutlu (853 m)
83,2019/1/7,22:20,-3,1,1021,"29,6 km/sa, K","10,00",Çok bulutlu (975 m)
84,00:20,00:20,,,,,,
85,02:20,02:20,,,,,,
86,2019/1/8,04:20,-2,0,1021,"29,6 km/sa, K","7,00",Çok bulutlu (914 m)
87,06:20,06:20,,,,,,
88,2019/1/8,08:20,-4,0,1020,"33,3 km/sa, K","10,00",Parçalı Bulutlu (914 m)
89,2019/1/8,10:20,-5,1,1020,"31,5 km/sa, K","10,00",Az Bulutlu (1.006 m)
90,12:20,12:20,,,,,,
91,2019/1/8,14:20,-5,3,1018,"31,5 km/sa, K","10,00",Parçalı Bulutlu (914 m)
92,2019/1/8,16:20,-6,2,1018,"24,1 km/sa, K","10,00",Parçalı Bulutlu (914 m)
93,18:20,18:20,,,,,,
94,2019/1/8,20:20,-4,-1,1018,"13,0 km/sa, K","10,00",Az Bulutlu (823 m)
95,2019/1/8,22:20,-4,-1,1018,"7,41 km/sa, KB","10,00",Az Bulutlu (1.067 m)
96,00:20,00:20,,,,,,
97,2019/1/9,02:20,-4,0,1016,"7,41 km/sa, KB","10,00",Parçalı Bulutlu (762 m)
98,2019/1/9,04:20,-3,2,1016,"27,8 km/sa, GB","10,00",Parçalı Bulutlu (762 m)
99,06:20,06:20,,,,,,
100,2019/1/9,08:20,-3,2,1015,"33,3 km/sa, G","10,00",Parçalı Bulutlu (823 m)
101,2019/1/9,10:20,-3,3,1015,"33,3 km/sa, G","10,00",Çok bulutlu (2.438 m)
102,12:20,12:20,,,,,,
103,2019/1/9,14:20,-2,7,1014,"35,2 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
104,2019/1/9,16:20,-2,7,1013,"33,3 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
105,18:20,18:20,,,,,,
106,2019/1/9,20:20,-1,8,1012,"25,9 km/sa, G","10,00",Çok bulutlu (3.048 m)
107,2019/1/9,22:20,-1,7,1011,"27,8 km/sa, GD","10,00",Çok bulutlu (3.048 m)
108,00:20,00:20,,,,,,
109,2019/1/10,02:20,1,8,1008,"22,2 km/sa, GD","10,00",Çok bulutlu (2.438 m)
110,2019/1/10,04:20,3,10,1008,"31,5 km/sa, G","10,00",Çok bulutlu (3.048 m)
111,06:20,06:20,,,,,,
112,2019/1/10,08:20,5,11,1008,"29,6 km/sa, G","10,00",Çok bulutlu (3.048 m)
113,2019/1/10,10:20,4,11,1008,"38,9 km/sa, G","10,00",Çok bulutlu (3.048 m)
114,12:20,12:20,,,,,,
115,2019/1/10,14:20,6,12,1009,"27,8 km/sa, G","10,00",Çok bulutlu (2.438 m)
116,2019/1/10,16:20,6,12,1010,"22,2 km/sa, GB","10,00",Çok bulutlu (2.743 m)
117,18:20,18:20,,,,,,
118,2019/1/10,20:20,6,12,1010,"24,1 km/sa, G","10,00",Çok bulutlu (2.743 m)
119,2019/1/10,22:20,7,11,1010,"31,5 km/sa, G","10,00",Çok bulutlu (3.048 m)
120,00:20,00:20,,,,,,
121,2019/1/11,02:20,6,12,1010,"44,4 km/sa, G","10,00",Çok bulutlu (2.438 m)
122,2019/1/11,04:20,7,11,1011,"38,9 km/sa, G","10,00",Çok bulutlu (3.048 m)
123,06:20,06:20,,,,,,
124,2019/1/11,08:20,8,10,1012,"38,9 km/sa, G","10,00",Çok bulutlu (914 m)
125,2019/1/11,10:20,8,9,1014,"22,2 km/sa, G","8,00",Çok bulutlu (1.067 m)
126,12:20,12:20,,,,,,
127,2019/1/11,14:20,8,9,1014,"22,2 km/sa, G","8,00",Çok bulutlu (762 m)
128,2019/1/11,16:20,7,8,1015,"11,1 km/sa, B","8,00",Çok bulutlu (762 m)
129,18:20,18:20,,,,,,
130,2019/1/11,20:20,6,7,1017,"11,1 km/sa, K","6,00",Çok bulutlu (671 m)
131,2019/1/11,22:20,5,6,1017,"18,5 km/sa, K","7,00",Çok bulutlu (671 m)
132,00:20,00:20,,,,,,
133,2019/1/12,02:20,3,6,1017,"22,2","8,00",Çok bulutlu (792 m)
134,2019/1/12,04:20,3,5,1016,"25,9","10,00",Çok bulutlu (549 m)
135,06:20,06:20,,,,,,
136,2019/1/12,08:20,3,5,1015,"22,2","8,00",Kapalı (579 m)
137,2019/1/12,10:20,3,6,1015,"18,5","6,00",Kapalı (701 m)
138,12:20,12:20,,,,,,
139,2019/1/12,14:20,3,5,1012,"25,9","7,00",Kapalı (762 m)
140,2019/1/12,16:20,2,4,1012,"24,1","6,00",Çok bulutlu (732 m)
141,18:20,18:20,,,,,,
142,2019/1/12,20:20,2,4,1012,"25,9 km/sa, K","10,00",Çok bulutlu (823 m)
143,2019/1/12,22:20,2,5,1012,"20,4","10,00",Çok bulutlu (762 m)
144,00:20,00:20,,,,,,
145,2019/1/13,02:20,1,4,1012,"29,6 km/sa, K","10,00",Çok bulutlu (671 m)
146,2019/1/13,04:20,-1,3,1012,"25,9 km/sa, K","10,00",Çok bulutlu (914 m)
147,06:20,06:20,,,,,,
148,2019/1/13,08:20,-2,3,1011,"20,4 km/sa, K","10,00",Çok bulutlu (2.134 m)
149,2019/1/13,10:20,-2,5,1012,"16,7 km/sa, K","10,00",Çok bulutlu (2.134 m)
150,12:20,12:20,,,,,,
151,2019/1/13,14:20,0,5,1010,"18,5 km/sa, K","10,00",Çok bulutlu (853 m)
152,2019/1/13,16:20,-1,5,1009,"9,26","10,00",Çok bulutlu (853 m)
153,18:20,18:20,,,,,,
154,2019/1/13,20:20,-1,5,1009,"9,26 km/sa, D","10,00",Çok bulutlu (792 m)
155,2019/1/13,22:20,0,5,1009,"7,41 km/sa","10,00",Çok bulutlu (914 m)
156,00:20,00:20,,,,,,
157,2019/1/14,02:20,1,4,1007,"7,41 km/sa, B","8,00",Az Bulutlu (732 m)
158,2019/1/14,04:20,2,5,1005,"5,56 km/sa, B","8,00",Parçalı Bulutlu (640 m)
159,06:20,06:20,,,,,,
160,2019/1/14,08:20,1,6,1004,"13,0 km/sa, GB","10,00",Çok bulutlu (3.048 m)
161,2019/1/14,10:20,1,7,1004,"11,1 km/sa, GB","10,00",Çok bulutlu (3.048 m)
162,12:20,12:20,,,,,,
163,2019/1/14,14:20,4,9,1001,"25,9 km/sa, G","10,00",Çok bulutlu (3.048 m)
164,2019/1/14,16:20,4,8,1002,"20,4 km/sa, GB","10,00",Çok bulutlu (3.048 m)
165,18:20,18:20,,,,,,
166,2019/1/14,20:20,4,8,1002,"14,8 km/sa, GB","10,00",Çok bulutlu (2.134 m)
167,22:20,22:20,,,,,,
168,00:20,00:20,,,,,,
169,2019/1/15,02:20,5,8,1002,"9,26 km/sa, KB","10,00",Çok bulutlu (1.067 m)
170,2019/1/15,04:20,5,6,1003,"7,41 km/sa","8,00",Çok bulutlu (823 m)
171,06:20,06:20,,,,,,
172,2019/1/15,08:20,4,7,1002,"9,26 km/sa, D","10,00",Çok bulutlu (2.134 m)
173,2019/1/15,10:20,3,7,1002,"13,0","10,00",Çok bulutlu (2.134 m)
174,12:20,12:20,,,,,,
175,2019/1/15,14:20,0,5,1001,"44,4 km/sa, K","10,00",Çok bulutlu (853 m)
176,2019/1/15,16:20,0,4,1002,"42,6 km/sa, K","7,00",Çok bulutlu (823 m)
177,18:20,18:20,,,,,,
178,2019/1/15,20:20,0,2,1005,"50,0 km/sa, K","6,00",Çok bulutlu (640 m)
179,2019/1/15,22:20,-4,3,1008,"44,4 km/sa, K","8,00",Çok bulutlu (792 m)
180,00:20,00:20,,,,,,
181,2019/1/16,02:20,-4,3,1013,"22,2 km/sa, K","10,00",Çok bulutlu (3.048 m)
182,2019/1/16,04:20,-4,2,1014,"16,7 km/sa, KB","10,00",Çok bulutlu (1.189 m)
183,06:20,06:20,,,,,,
184,2019/1/16,08:20,-5,0,1016,"11,1 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
185,2019/1/16,10:20,-6,2,1017,"14,8 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
186,12:20,12:20,,,,,,
187,2019/1/16,14:20,-5,5,1015,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
188,2019/1/16,16:20,-3,4,1015,"20,4 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
189,18:20,18:20,,,,,,
190,2019/1/16,20:20,0,6,1017,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
191,2019/1/16,22:20,0,6,1017,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
192,00:20,00:20,,,,,,
193,2019/1/17,02:20,2,7,1018,"20,4 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
194,2019/1/17,04:20,1,5,1019,"11,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
195,06:20,06:20,,,,,,
196,2019/1/17,08:20,3,6,1020,"14,8 km/sa, GB","10,00",Az Bulutlu (396 m)
197,2019/1/17,10:20,3,8,1021,"18,5 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
198,12:20,12:20,,,,,,
199,2019/1/17,14:20,3,9,1021,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
200,2019/1/17,16:20,3,9,1020,"13,0 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
201,18:20,18:20,,,,,,
202,2019/1/17,20:20,4,8,1020,"9,26 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
203,2019/1/17,22:20,4,8,1020,"14,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
204,00:20,00:20,,,,,,
205,2019/1/18,02:20,3,9,1020,"22,2 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
206,2019/1/18,04:20,4,7,1020,"18,5 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
207,06:20,06:20,,,,,,
208,2019/1/18,08:20,3,8,1019,"7,41 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
209,2019/1/18,10:20,3,10,1020,"11,1 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
210,12:20,12:20,,,,,,
211,2019/1/18,14:20,3,11,1018,"20,4 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
212,2019/1/18,16:20,3,11,1018,"20,4 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
213,18:20,18:20,,,,,,
214,2019/1/18,20:20,5,10,1018,"13,0 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
215,2019/1/18,22:20,5,10,1018,"9,26 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
216,00:20,00:20,,,,,,
217,2019/1/19,02:20,4,9,1019,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
218,2019/1/19,04:20,5,9,1019,"22,2 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
219,06:20,06:20,,,,,,
220,2019/1/19,08:20,5,9,1019,"13,0 km/sa, B","10,00",Çok bulutlu (4.267 m)
221,2019/1/19,10:20,5,10,1020,"13,0 km/sa, B","10,00",Çok bulutlu (3.048 m)
222,12:20,12:20,,,,,,
223,2019/1/19,14:20,4,13,1020,"11,1 km/sa, GB","10,00",Çok bulutlu (3.048 m)
224,2019/1/19,16:20,6,11,1020,"18,5 km/sa, K","10,00",Çok bulutlu (3.048 m)
225,18:20,18:20,,,,,,
226,2019/1/19,20:20,5,9,1021,"18,5 km/sa, K","10,00",Çok bulutlu (1.097 m)
227,2019/1/19,22:20,5,8,1021,"16,7 km/sa, K","10,00",Parçalı Bulutlu (1.097 m)
228,00:20,00:20,,,,,,
229,2019/1/20,02:20,5,7,1021,"11,1 km/sa","4,80",Parçalı Bulutlu (3.048 m)
230,2019/1/20,04:20,6,7,1020,"14,8 km/sa, K","4,50",Çok bulutlu (2.743 m)
231,06:20,06:20,,,,,,
232,2019/1/20,08:20,5,10,1019,"11,1 km/sa, D","10,00",Çok bulutlu (1.219 m)
233,2019/1/20,10:20,4,10,1019,"16,7 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
234,12:20,12:20,,,,,,
235,2019/1/20,14:20,4,13,1018,"9,26 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
236,2019/1/20,16:20,4,13,1017,"9,26 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
237,18:20,18:20,,,,,,
238,2019/1/20,20:20,5,12,1016,"13,0 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
239,2019/1/20,22:20,6,10,1017,"9,26 km/sa, B","10,00",Çok bulutlu (2.743 m)
240,00:20,00:20,,,,,,
241,2019/1/21,02:20,6,11,1016,"14,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
242,2019/1/21,04:20,7,10,1016,"13,0 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
243,06:20,06:20,,,,,,
244,2019/1/21,08:20,7,9,1016,"7,41 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
245,2019/1/21,10:20,8,11,1017,"11,1 km/sa, KB","10,00",Çok bulutlu (2.438 m)
246,12:20,12:20,,,,,,
247,2019/1/21,14:20,7,11,1018,"18,5 km/sa, K","4,00",Çok bulutlu (2.438 m)
248,2019/1/21,16:20,5,9,1018,"22,2 km/sa, K","10,00",Çok bulutlu (671 m)
249,18:20,18:20,,,,,,
250,2019/1/21,20:20,5,7,1021,"20,4","8,00",Çok bulutlu (1.006 m)
251,2019/1/21,22:20,3,6,1021,"20,4","7,00",Çok bulutlu (1.006 m)
252,00:20,00:20,,,,,,
253,2019/1/22,02:20,3,6,1021,"24,1 km/sa, K","10,00",Çok bulutlu (914 m)
254,2019/1/22,04:20,2,6,1021,"16,7","10,00",Çok bulutlu (762 m)
255,06:20,06:20,,,,,,
256,2019/1/22,08:20,2,7,1020,"16,7 km/sa, D","8,00",Çok bulutlu (792 m)
257,2019/1/22,10:20,3,7,1020,"16,7 km/sa, D","10,00",Çok bulutlu (732 m)
258,12:20,12:20,,,,,,
259,2019/1/22,14:20,4,10,1017,"13,0 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
260,2019/1/22,16:20,4,10,1016,"11,1 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
261,18:20,18:20,,,,,,
262,2019/1/22,20:20,5,7,1015,"7,41 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
263,2019/1/22,22:20,4,8,1014,"5,56 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
264,00:20,00:20,,,,,,
265,2019/1/23,02:20,5,9,1011,"11,1 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
266,2019/1/23,04:20,6,8,1010,"7,41 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
267,06:20,06:20,,,,,,
268,2019/1/23,08:20,6,11,1009,"7,41 km/sa, GD","10,00",Çok bulutlu (2.438 m)
269,2019/1/23,10:20,5,13,1009,"14,8 km/sa, GD","10,00",Çok bulutlu (2.438 m)
270,12:20,12:20,,,,,,
271,2019/1/23,14:20,8,10,1008,"18,5 km/sa, G","10,00",Çok bulutlu (2.134 m)
272,2019/1/23,16:20,8,10,1008,"20,4 km/sa, G","10,00",Çok bulutlu (2.134 m)
273,18:20,18:20,,,,,,
274,2019/1/23,20:20,8,10,1008,"11,1 km/sa, G","10,00",Çok bulutlu (3.048 m)
275,2019/1/23,22:20,8,10,1007,"9,26 km/sa, G","10,00",Çok bulutlu (3.048 m)
276,00:20,00:20,,,,,,
277,2019/1/24,02:20,8,14,1004,"13,0 km/sa","10,00",Çok bulutlu (3.048 m)
278,2019/1/24,04:20,6,12,1002,"14,8 km/sa, D","10,00",Çok bulutlu (2.134 m)
279,06:20,06:20,,,,,,
280,2019/1/24,08:20,6,13,1000,"14,8 km/sa, D","10,00",Çok bulutlu (3.048 m)
281,2019/1/24,10:20,5,13,1000,"20,4 km/sa, D","10,00",Çok bulutlu (3.048 m)
282,12:20,12:20,,,,,,
283,2019/1/24,14:20,4,13,"998,0","18,5 km/sa, D","10,00",Çok bulutlu (3.048 m)
284,2019/1/24,16:20,3,14,"998,0","27,8 km/sa, GD","10,00",Çok bulutlu (2.438 m)
285,18:20,18:20,,,,,,
286,2019/1/24,20:20,6,11,1000,"7,41 km/sa, B","10,00",Çok bulutlu (3.048 m)
287,2019/1/24,22:20,8,11,1002,"9,26 km/sa, KB","10,00",Çok bulutlu (2.438 m)
288,00:20,00:20,,,,,,
289,2019/1/25,02:20,7,10,1006,"9,26 km/sa, GB","10,00",Çok bulutlu (2.438 m)
290,2019/1/25,04:20,6,8,1006,"7,41 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
291,06:20,06:20,,,,,,
292,2019/1/25,08:20,6,10,1007,"13,0 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
293,2019/1/25,10:20,5,12,1007,"16,7 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
294,12:20,12:20,,,,,,
295,2019/1/25,14:20,5,13,1006,"16,7 km/sa, D","10,00",Çok bulutlu (2.438 m)
296,2019/1/25,16:20,5,14,1005,"13,0 km/sa, D","10,00",Çok bulutlu (914 m)
297,18:20,18:20,,,,,,
298,2019/1/25,20:20,4,15,1004,"14,8 km/sa, D","10,00",Çok bulutlu (2.134 m)
299,2019/1/25,22:20,5,14,1003,"18,5 km/sa, D","10,00",Çok bulutlu (2.134 m)
300,00:20,00:20,,,,,,
301,2019/1/26,02:20,5,15,1001,"22,2 km/sa, GD","10,00",Çok bulutlu (2.743 m)
302,2019/1/26,04:20,6,11,1002,"11,1 km/sa, B","10,00",Çok bulutlu (3.048 m)
303,06:20,06:20,,,,,,
304,2019/1/26,08:20,5,11,1001,"3,70 km/sa","10,00",Çok bulutlu (3.048 m)
305,2019/1/26,10:20,5,14,1001,"7,41 km/sa","10,00",Parçalı Bulutlu (2.134 m)
306,12:20,12:20,,,,,,
307,2019/1/26,14:20,5,14,1001,"14,8 km/sa, GD","10,00",Çok bulutlu (2.134 m)
308,2019/1/26,16:20,4,14,1001,"11,1 km/sa, G","10,00",Çok bulutlu (3.048 m)
309,18:20,18:20,,,,,,
310,2019/1/26,20:20,6,8,1002,"25,9 km/sa, K","7,00",Çok bulutlu (2.438 m)
311,2019/1/26,22:20,6,8,1003,"33,3 km/sa, K","7,00",Çok bulutlu (2.134 m)
312,00:20,00:20,,,,,,
313,2019/1/27,02:20,5,7,1005,"24,1 km/sa, K","7,00",Çok bulutlu (792 m)
314,2019/1/27,04:20,4,7,1005,"20,4 km/sa, K","8,00",Çok bulutlu (762 m)
315,06:20,06:20,,,,,,
316,2019/1/27,08:20,5,7,1007,"18,5 km/sa, K","8,00",Çok bulutlu (671 m)
317,2019/1/27,10:20,4,8,1008,"20,4","10,00",Çok bulutlu (792 m)
318,12:20,12:20,,,,,,
319,2019/1/27,14:20,5,8,1009,"13,0 km/sa, K","10,00",Çok bulutlu (671 m)
320,2019/1/27,16:20,4,8,1009,"13,0","10,00",Çok bulutlu (610 m)
321,18:20,18:20,,,,,,
322,2019/1/27,20:20,4,8,1010,"14,8","10,00",Çok bulutlu (366 m)
323,2019/1/27,22:20,5,8,1010,"13,0 km/sa","10,00",Kapalı (610 m)
324,00:20,00:20,,,,,,
325,2019/1/28,02:20,6,9,1010,"9,26 km/sa, GD","6,00",Kapalı (305 m)
326,2019/1/28,04:20,5,7,1010,"5,56 km/sa, GD","6,00",Kapalı (244 m)
327,06:20,06:20,,,,,,
328,2019/1/28,08:20,6,8,1010,"7,41 km/sa, G","4,00",Kapalı (213 m)
329,2019/1/28,10:20,6,8,1010,"13,0 km/sa, G","4,00",Kapalı (152 m)
330,12:20,12:20,,,,,,
331,2019/1/28,14:20,7,10,1009,"7,41 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
332,16:20,16:20,,,,,,
333,18:20,18:20,,,,,,
334,2019/1/28,20:20,6,11,1009,"11,1 km/sa, G","7,00",Önemli Bulut Yok
335,2019/1/28,22:20,7,11,1009,"11,1 km/sa, G","7,00",Önemli Bulut Yok
336,00:20,00:20,,,,,,
337,2019/1/29,02:20,5,11,1009,"20,4 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
338,2019/1/29,04:20,6,11,1009,"14,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
339,06:20,06:20,,,,,,
340,2019/1/29,08:20,5,12,1010,"13,0 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
341,2019/1/29,10:20,6,13,1011,"13,0 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
342,12:20,12:20,,,,,,
343,2019/1/29,14:20,5,17,1010,"13,0 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
344,2019/1/29,16:20,5,16,1010,"9,26 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
345,18:20,18:20,,,,,,
346,2019/1/29,20:20,7,15,1009,"11,1 km/sa, D","10,00",Çok bulutlu (2.743 m)
347,2019/1/29,22:20,6,15,1009,"14,8 km/sa, GD","10,00",Çok bulutlu (3.048 m)
348,00:20,00:20,,,,,,
349,2019/1/30,02:20,5,15,1008,"13,0 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
350,2019/1/30,04:20,5,13,1008,"5,56 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
351,06:20,06:20,,,,,,
352,2019/1/30,08:20,5,13,1006,"13,0 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
353,2019/1/30,10:20,5,13,1006,"16,7 km/sa, D","10,00",Çok bulutlu (2.438 m)
