,Date,Hour,Dew_Point,TD1,TD2,TD3,TD4,TD5
57,2022/1/5,18:20,9,15,1012,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
58,2022/1/5,20:20,10,13,1012,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
59,2022/1/5,22:20,9,14,1012,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
60,2022/1/6,00:20,9,14,1013,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
61,2022/1/6,02:20,9,14,1013,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
62,2022/1/6,04:20,9,13,1013,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
63,2022/1/6,06:20,9,13,1012,"20,4 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
64,2022/1/6,08:20,10,14,1012,"31,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
65,2022/1/6,10:20,10,15,1013,"33,3 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
66,2022/1/6,12:20,10,15,1013,"27,8 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
67,2022/1/6,14:20,10,15,1013,"14,8 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
68,2022/1/6,16:20,10,15,1013,"16,7 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
69,2022/1/6,18:20,10,14,1013,"14,8 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
70,2022/1/6,20:20,10,15,1014,"13,0 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
71,2022/1/6,22:20,10,12,1015,"11,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
72,2022/1/7,00:20,10,12,1015,"7,41 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
73,2022/1/7,02:20,10,11,1015,"5,56 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
74,2022/1/7,04:20,7,8,1016,"3,70 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
75,2022/1/7,06:20,9,10,1017,"3,70","10,00",Çok bulutlu (3.048 m)
76,2022/1/7,08:20,9,11,1017,"3,70 km/sa, K","10,00",Çok bulutlu (3.048 m)
77,2022/1/7,10:20,8,10,1019,"29,6","10,00",Çok bulutlu (2.438 m)
78,2022/1/7,12:20,7,10,1019,"25,9 km/sa, K","10,00",Çok bulutlu (1.219 m)
79,2022/1/7,14:20,8,10,1018,"22,2","10,00",Çok bulutlu (1.067 m)
80,2022/1/7,16:20,8,10,1019,"20,4","10,00",Çok bulutlu (914 m)
81,2022/1/7,18:20,8,10,1019,"25,9","10,00",Çok bulutlu (274 m)
82,2022/1/7,20:20,8,10,1019,"22,2","10,00",Çok bulutlu (274 m)
83,2022/1/7,22:20,9,11,1018,"24,1","10,00",Çok bulutlu (274 m)
84,2022/1/8,00:20,9,11,1018,"22,2","10,00",Çok bulutlu (213 m)
85,2022/1/8,02:20,9,10,1018,"22,2 km/sa, D","10,00",Çok bulutlu (213 m)
86,2022/1/8,04:20,9,10,1017,"18,5","10,00",Çok bulutlu (213 m)
87,2022/1/8,06:20,8,10,1016,"13,0","10,00",Çok bulutlu (274 m)
88,2022/1/8,08:20,8,10,1016,"7,41 km/sa, K","10,00",Çok bulutlu (396 m)
89,2022/1/8,10:20,9,10,1016,"5,56 km/sa, K","8,00",Çok bulutlu (671 m)
90,2022/1/8,12:20,9,11,1015,"3,70 km/sa","10,00",Çok bulutlu (671 m)
91,2022/1/8,14:20,10,12,1014,"5,56","7,00",Çok bulutlu (2.438 m)
92,2022/1/8,16:20,10,12,1013,"16,7 km/sa, K","7,00",Çok bulutlu (2.438 m)
93,2022/1/8,18:20,9,10,1013,"13,0","7,00",Parçalı Bulutlu (2.743 m)
94,2022/1/8,20:20,8,10,1012,"16,7","8,00",Çok bulutlu (853 m)
95,2022/1/8,22:20,7,8,1011,"11,1 km/sa, K","10,00",Çok bulutlu (2.438 m)
96,2022/1/9,00:20,8,9,1011,"7,41 km/sa, K","6,00",Çok bulutlu (853 m)
97,2022/1/9,02:20,8,9,1010,"9,26 km/sa, K","5,00",Çok bulutlu (122 m)
98,2022/1/9,04:20,8,8,1009,"7,41 km/sa, K","4,00",Çok bulutlu (122 m)
99,2022/1/9,06:20,9,9,1009,"3,70 km/sa","3,20",Çok bulutlu (122 m)
100,2022/1/9,08:20,8,9,1008,"3,70 km/sa","4,00",Çok bulutlu (122 m)
101,2022/1/9,10:20,8,9,1008,"3,70 km/sa","3,40",Çok bulutlu (122 m)
102,2022/1/9,12:20,8,10,1007,"5,56 km/sa, D","6,00",Çok bulutlu (1.372 m)
103,2022/1/9,14:20,9,13,1005,"9,26","8,00",Önemli Bulut Yok
104,2022/1/9,16:20,7,14,1005,"5,56 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
105,2022/1/9,18:20,8,12,1004,"9,26 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
106,2022/1/9,20:20,9,11,1004,"11,1 km/sa, K","10,00",Çok bulutlu (2.743 m)
107,2022/1/9,22:20,7,10,1003,"13,0 km/sa, K","10,00",Parçalı Bulutlu (2.743 m)
108,2022/1/10,00:20,7,10,1002,"18,5","10,00",Parçalı Bulutlu (3.048 m)
109,2022/1/10,02:20,8,10,1001,"22,2","10,00",Çok bulutlu (2.743 m)
110,2022/1/10,04:20,8,10,1001,"18,5","10,00",Çok bulutlu (2.743 m)
111,2022/1/10,06:20,8,10,1000,"25,9","10,00",Çok bulutlu (2.743 m)
112,2022/1/10,08:20,8,10,1001,"18,5 km/sa, K","10,00",Çok bulutlu (2.743 m)
113,2022/1/10,10:20,9,10,1002,"16,7","10,00",Çok bulutlu (2.134 m)
114,2022/1/10,12:20,9,11,1002,"13,0 km/sa, K","10,00",Çok bulutlu (2.134 m)
115,2022/1/10,14:20,10,12,1002,"13,0 km/sa, K","10,00",Çok bulutlu (2.134 m)
116,2022/1/10,16:20,9,12,1003,"13,0","10,00",Çok bulutlu (2.743 m)
117,2022/1/10,18:20,9,12,1004,"9,26","10,00",Çok bulutlu (2.438 m)
118,2022/1/10,20:20,9,11,1005,"16,7","10,00",Çok bulutlu (2.438 m)
119,2022/1/10,22:20,8,10,1006,"20,4","10,00",Çok bulutlu (2.438 m)
120,2022/1/11,00:20,8,10,1006,"24,1","10,00",Çok bulutlu (2.438 m)
121,2022/1/11,02:20,8,9,1006,"22,2","10,00",Çok bulutlu (2.134 m)
122,2022/1/11,04:20,8,10,1007,"25,9","10,00",Çok bulutlu (2.134 m)
123,2022/1/11,06:20,8,10,1007,"35,2","10,00",Çok bulutlu (366 m)
124,2022/1/11,08:20,8,10,1009,"31,5","10,00",Çok bulutlu (640 m)
125,2022/1/11,10:20,8,10,1010,"31,5","10,00",Çok bulutlu (274 m)
126,2022/1/11,12:20,8,10,1011,"35,2","10,00",Çok bulutlu (274 m)
127,2022/1/11,14:20,8,9,1010,"40,7","10,00",Çok bulutlu (274 m)
128,2022/1/11,16:20,7,8,1011,"38,9","10,00",Çok bulutlu (274 m)
129,2022/1/11,18:20,6,8,1012,"40,7","6,00",Çok bulutlu (274 m)
130,2022/1/11,20:20,6,8,1013,"40,7","6,00",Çok bulutlu (274 m)
131,2022/1/11,22:20,5,7,1014,"44,4","6,00",Çok bulutlu (274 m)
132,2022/1/12,00:20,5,6,1015,"44,4","9,00",Çok bulutlu (274 m)
133,2022/1/12,02:20,4,5,1015,"44,4","10,00",Çok bulutlu (274 m)
134,2022/1/12,04:20,3,5,1016,"44,4","10,00",Çok bulutlu (274 m)
135,2022/1/12,06:20,2,4,1017,"40,7","10,00",Çok bulutlu (274 m)
136,2022/1/12,08:20,2,3,1019,"40,7","10,00",Çok bulutlu (274 m)
137,2022/1/12,10:20,1,3,1021,"38,9","10,00",Çok bulutlu (274 m)
138,2022/1/12,12:20,2,3,1022,"35,2","10,00",Çok bulutlu (274 m)
139,2022/1/12,14:20,1,3,1023,"33,3","10,00",Çok bulutlu (274 m)
140,2022/1/12,16:20,1,3,1024,"35,2","10,00",Çok bulutlu (274 m)
141,2022/1/12,18:20,-2,2,1025,"31,5 km/sa, K","10,00",Çok bulutlu (274 m)
142,2022/1/12,20:20,-3,2,1026,"33,3 km/sa, K","10,00",Çok bulutlu (274 m)
143,2022/1/12,22:20,-3,2,1027,"38,9 km/sa, K","10,00",Çok bulutlu (762 m)
144,2022/1/13,00:20,-2,1,1028,"35,2 km/sa, K","10,00",Çok bulutlu (671 m)
145,2022/1/13,02:20,-5,2,1028,"35,2 km/sa, K","10,00",Çok bulutlu (762 m)
146,2022/1/13,04:20,-5,2,1030,"33,3","10,00",Çok bulutlu (914 m)
147,2022/1/13,06:20,-5,1,1030,"24,1","10,00",Çok bulutlu (914 m)
148,2022/1/13,08:20,-6,1,1031,"22,2","10,00",Çok bulutlu (914 m)
149,2022/1/13,10:20,-5,1,1032,"25,9","10,00",Çok bulutlu (914 m)
150,2022/1/13,12:20,-5,2,1032,"29,6 km/sa, K","10,00",Çok bulutlu (1.067 m)
151,2022/1/13,14:20,-5,2,1031,"27,8","10,00",Çok bulutlu (1.006 m)
152,2022/1/13,16:20,-5,2,1031,"25,9","10,00",Çok bulutlu (1.067 m)
153,2022/1/13,18:20,-6,2,1031,"22,2","10,00",Çok bulutlu (1.128 m)
154,20:20,20:20,,,,,,
155,2022/1/13,22:20,-5,2,1031,"16,7","10,00",Çok bulutlu (945 m)
156,2022/1/14,00:20,-5,1,1031,"11,1 km/sa, K","10,00",Çok bulutlu (945 m)
157,2022/1/14,02:20,-6,0,1029,"14,8 km/sa, K","10,00",Çok bulutlu (1.067 m)
158,2022/1/14,04:20,-5,1,1029,"14,8 km/sa, K","10,00",Çok bulutlu (1.067 m)
159,2022/1/14,06:20,-3,-1,1028,"13,0 km/sa, K","10,00",Çok bulutlu (1.067 m)
160,2022/1/14,08:20,-5,-2,1027,"14,8 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
161,2022/1/14,10:20,-6,2,1026,"7,41 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
162,2022/1/14,12:20,-3,4,1025,"13,0 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
163,2022/1/14,14:20,-2,4,1022,"18,5 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
164,2022/1/14,16:20,-2,4,1021,"20,4 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
165,2022/1/14,18:20,-3,4,1019,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
166,2022/1/14,20:20,0,5,1018,"22,2 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
167,2022/1/14,22:20,0,6,1017,"22,2 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
168,2022/1/15,00:20,1,6,1016,"24,1 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
169,2022/1/15,02:20,1,5,1016,"16,7 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
170,2022/1/15,04:20,0,4,1016,"7,41 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
171,2022/1/15,06:20,-1,1,1017,"5,56 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
172,2022/1/15,08:20,-1,3,1018,"5,56 km/sa, B","10,00",Parçalı Bulutlu (3.048 m)
173,2022/1/15,10:20,1,7,1020,"18,5 km/sa, K","10,00",Çok bulutlu (2.743 m)
174,2022/1/15,12:20,-2,8,1020,"25,9 km/sa, K","10,00",Çok bulutlu (3.048 m)
175,2022/1/15,14:20,-4,9,1020,"27,8","10,00",Parçalı Bulutlu (3.048 m)
176,2022/1/15,16:20,-5,8,1021,"24,1 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
177,2022/1/15,18:20,-6,6,1021,"11,1","10,00",Bulut Tavanı ve Görüş Temiz
178,2022/1/15,20:20,-5,2,1022,"1,85 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
179,2022/1/15,22:20,-3,5,1022,"5,56 km/sa, B","10,00",Çok bulutlu (2.438 m)
180,2022/1/16,00:20,1,2,1023,"5,56 km/sa, KB","10,00",Çok bulutlu (2.743 m)
181,2022/1/16,02:20,-1,0,1023,"7,41 km/sa, K","10,00",Parçalı Bulutlu (914 m)
182,2022/1/16,04:20,0,1,1024,"11,1 km/sa, KB","10,00",Parçalı Bulutlu (914 m)
183,2022/1/16,06:20,1,2,1025,"11,1 km/sa, K","10,00",Çok bulutlu (2.438 m)
184,2022/1/16,08:20,-2,3,1026,"20,4","10,00",Parçalı Bulutlu (914 m)
185,2022/1/16,10:20,-3,5,1027,"14,8 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
186,2022/1/16,12:20,-3,6,1027,"18,5 km/sa, K","10,00",Az Bulutlu (1.097 m)
187,2022/1/16,14:20,-3,7,1027,"22,2 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
188,2022/1/16,16:20,-4,6,1028,"16,7 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
189,2022/1/16,18:20,-3,3,1028,"11,1 km/sa, K","10,00",Az Bulutlu (1.219 m)
190,2022/1/16,20:20,-3,0,1027,"7,41 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
191,2022/1/16,22:20,-4,0,1027,"5,56 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
192,2022/1/17,00:20,-4,-1,1027,"1,85 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
193,2022/1/17,02:20,-3,3,1026,"9,26 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
194,2022/1/17,04:20,0,5,1025,"14,8 km/sa, GB","10,00",Az Bulutlu (1.097 m)
195,2022/1/17,06:20,-1,5,1024,"22,2 km/sa, GB","10,00",Az Bulutlu (1.219 m)
196,2022/1/17,08:20,0,4,1023,"25,9 km/sa, G","10,00",Az Bulutlu (1.219 m)
197,2022/1/17,10:20,-1,5,1023,"33,3 km/sa, GB","10,00",Az Bulutlu (1.219 m)
198,2022/1/17,12:20,0,6,1022,"31,5 km/sa, GB","10,00",Çok bulutlu (1.006 m)
199,2022/1/17,14:20,0,7,1020,"31,5 km/sa, GB","10,00",Çok bulutlu (1.097 m)
200,2022/1/17,16:20,1,8,1019,"24,1 km/sa, GB","10,00",Parçalı Bulutlu (1.067 m)
201,2022/1/17,18:20,3,9,1018,"25,9 km/sa, GB","10,00",Çok bulutlu (1.036 m)
202,2022/1/17,20:20,2,9,1016,"29,6 km/sa, GB","10,00",Parçalı Bulutlu (1.219 m)
203,2022/1/17,22:20,3,9,1017,"27,8 km/sa, GB","10,00",Çok bulutlu (3.353 m)
204,2022/1/18,00:20,3,9,1015,"25,9 km/sa, GB","10,00",Çok bulutlu (3.048 m)
205,2022/1/18,02:20,5,8,1015,"22,2 km/sa, B","10,00",Çok bulutlu (1.067 m)
206,2022/1/18,04:20,0,7,1015,"14,8 km/sa, B","10,00",Çok bulutlu (2.743 m)
207,2022/1/18,06:20,-1,8,1015,"24,1 km/sa, B","10,00",Çok bulutlu (2.743 m)
208,2022/1/18,08:20,1,3,1019,"40,7 km/sa, K","10,00",Çok bulutlu (762 m)
209,2022/1/18,10:20,-3,6,1021,"20,4 km/sa, K","10,00",Çok bulutlu (2.438 m)
210,2022/1/18,12:20,-3,5,1024,"33,3 km/sa, K","10,00",Parçalı Bulutlu (2.438 m)
211,2022/1/18,14:20,-5,6,1023,"27,8 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
212,2022/1/18,16:20,-5,7,1024,"22,2 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
213,2022/1/18,18:20,-6,5,1025,"22,2","10,00",Parçalı Bulutlu (1.219 m)
214,2022/1/18,20:20,-7,4,1025,"13,0","10,00",Parçalı Bulutlu (1.067 m)
215,2022/1/18,22:20,-5,3,1025,"3,70 km/sa","10,00",Parçalı Bulutlu (1.067 m)
216,2022/1/19,00:20,-5,3,1026,"16,7 km/sa, B","10,00",Parçalı Bulutlu (1.067 m)
217,02:20,02:20,,,,,,
218,2022/1/19,04:20,-2,1,1027,"29,6 km/sa, K","10,00",Çok bulutlu (762 m)
219,2022/1/19,06:20,-4,1,1028,"31,5 km/sa, K","10,00",Çok bulutlu (762 m)
220,2022/1/19,08:20,-5,2,1029,"24,1 km/sa, K","10,00",Çok bulutlu (2.438 m)
221,10:20,10:20,,,,,,
222,2022/1/19,12:20,-7,4,1031,"25,9 km/sa, K","10,00",Çok bulutlu (1.067 m)
223,2022/1/19,14:20,-2,1,1031,"27,8 km/sa, KB","10,00",Çok bulutlu (701 m)
224,2022/1/19,16:20,-6,3,1030,"24,1 km/sa, K","10,00",Çok bulutlu (2.134 m)
225,2022/1/19,18:20,-7,1,1030,"14,8 km/sa, K","10,00",Az Bulutlu (1.067 m)
226,2022/1/19,20:20,-6,0,1031,"7,41 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
227,2022/1/19,22:20,-6,-2,1030,0 km/sa,"10,00",Bulut Tavanı ve Görüş Temiz
228,2022/1/20,00:20,-5,3,1030,"11,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
229,2022/1/20,02:20,-4,4,1028,"18,5 km/sa, GB","10,00",Parçalı Bulutlu (1.158 m)
230,2022/1/20,04:20,-5,3,1028,"18,5 km/sa, GB","10,00",Parçalı Bulutlu (1.128 m)
231,2022/1/20,06:20,-3,3,1027,"27,8 km/sa, GB","10,00",Parçalı Bulutlu (914 m)
232,2022/1/20,08:20,-2,3,1026,"29,6 km/sa, GB","10,00",Parçalı Bulutlu (914 m)
233,2022/1/20,10:20,-3,4,1026,"35,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
234,2022/1/20,12:20,-1,5,1025,"37,0 km/sa, GB","10,00",Çok bulutlu (1.067 m)
235,2022/1/20,14:20,0,7,1023,"33,3 km/sa, GB","10,00",Parçalı Bulutlu (1.067 m)
236,2022/1/20,16:20,0,8,1022,"33,3 km/sa, GB","10,00",Çok bulutlu (2.438 m)
237,2022/1/20,18:20,0,8,1021,"33,3 km/sa, GB","10,00",Parçalı Bulutlu (1.067 m)
238,2022/1/20,20:20,1,7,1020,"35,2 km/sa, GB","10,00",Parçalı Bulutlu (1.158 m)
239,2022/1/20,22:20,2,8,1021,"33,3 km/sa, GB","10,00",Parçalı Bulutlu (1.158 m)
240,2022/1/21,00:20,2,8,1020,"33,3 km/sa, GB","10,00",Parçalı Bulutlu (1.158 m)
241,2022/1/21,02:20,4,8,1019,"27,8 km/sa, GB","10,00",Parçalı Bulutlu (1.067 m)
242,2022/1/21,04:20,3,8,1018,"31,5 km/sa, GB","10,00",Parçalı Bulutlu (1.097 m)
243,2022/1/21,06:20,4,9,1017,"27,8 km/sa, GB","10,00",Çok bulutlu (1.006 m)
244,2022/1/21,08:20,5,9,1018,"24,1 km/sa, GB","10,00",Çok bulutlu (1.158 m)
245,2022/1/21,10:20,6,10,1017,"24,1 km/sa, GB","10,00",Parçalı Bulutlu (945 m)
246,2022/1/21,12:20,6,10,1016,"27,8 km/sa, GB","10,00",Çok bulutlu (2.438 m)
247,2022/1/21,14:20,4,6,1016,"35,2 km/sa, K","7,00",Çok bulutlu (792 m)
248,2022/1/21,16:20,2,3,1017,"24,1 km/sa, K","8,00",Çok bulutlu (884 m)
249,2022/1/21,18:20,1,1,1018,"16,7 km/sa, K","6,00",Çok bulutlu (610 m)
250,2022/1/21,20:20,1,2,1019,"13,0 km/sa, K","8,00",Çok bulutlu (244 m)
251,2022/1/21,22:20,1,3,1019,"16,7 km/sa, K","10,00",Çok bulutlu (884 m)
252,2022/1/22,00:20,0,2,1019,"11,1 km/sa, K","8,00",Çok bulutlu (213 m)
253,2022/1/22,02:20,0,2,1019,"11,1 km/sa, K","10,00",Çok bulutlu (762 m)
254,2022/1/22,04:20,-2,1,1018,"20,4 km/sa, K","10,00",Çok bulutlu (701 m)
255,2022/1/22,06:20,-3,1,1018,"14,8 km/sa, K","8,00",Çok bulutlu (823 m)
256,2022/1/22,08:20,-2,0,1018,"7,41 km/sa, KB","7,00",Çok bulutlu (975 m)
257,2022/1/22,10:20,-4,1,1018,"9,26 km/sa, KB","10,00",Çok bulutlu (884 m)
258,2022/1/22,12:20,-3,2,1017,"11,1 km/sa, K","10,00",Çok bulutlu (884 m)
259,2022/1/22,14:20,-4,2,1015,"13,0 km/sa, K","10,00",Çok bulutlu (2.134 m)
260,2022/1/22,16:20,-6,2,1015,"11,1 km/sa, K","10,00",Çok bulutlu (2.134 m)
261,2022/1/22,18:20,-6,0,1015,"7,41 km/sa, K","10,00",Parçalı Bulutlu (914 m)
262,2022/1/22,20:20,-6,1,1016,"18,5 km/sa, K","10,00",Parçalı Bulutlu (1.067 m)
263,2022/1/22,22:20,-5,-2,1016,"9,26 km/sa, K","10,00",Çok bulutlu (2.743 m)
264,2022/1/23,00:20,-4,-2,1017,"7,41 km/sa, K","10,00",Çok bulutlu (610 m)
265,2022/1/23,02:20,-3,-2,1017,"14,8 km/sa, K","10,00",Çok bulutlu (610 m)
266,04:20,04:20,,,,,,
267,2022/1/23,06:20,-3,-2,1017,"7,41 km/sa, KB","10,00",Çok bulutlu (610 m)
268,2022/1/23,08:20,-2,-2,1017,"14,8 km/sa, KB","6,00",Çok bulutlu (610 m)
269,2022/1/23,10:20,-1,-1,1018,"13,0 km/sa, KB","10,00",Çok bulutlu (823 m)
270,2022/1/23,12:20,-5,2,1018,"27,8 km/sa, K","10,00",Çok bulutlu (2.134 m)
271,2022/1/23,14:20,-3,1,1018,"22,2 km/sa, K","10,00",Çok bulutlu (671 m)
272,2022/1/23,16:20,-5,2,1019,"25,9 km/sa, K","10,00",Çok bulutlu (2.438 m)
273,2022/1/23,18:20,-2,-1,1021,"14,8 km/sa, K","7,00",Çok bulutlu (671 m)
274,2022/1/23,20:20,-4,-1,1022,"18,5 km/sa, KB","10,00",Çok bulutlu (762 m)
275,2022/1/23,22:20,-3,-2,1022,"20,4 km/sa, KB","7,00",Çok bulutlu (762 m)
276,2022/1/24,00:20,-3,-2,1022,"24,1 km/sa, KB","10,00",Çok bulutlu (762 m)
277,2022/1/24,02:20,-4,-2,1022,"22,2 km/sa, K","10,00",Çok bulutlu (762 m)
278,2022/1/24,04:20,-4,-3,1022,"11,1 km/sa, K","10,00",Çok bulutlu (762 m)
279,2022/1/24,06:20,-4,-3,1023,"7,41 km/sa, K","10,00",Çok bulutlu (823 m)
280,08:20,08:20,,,,,,
281,10:20,10:20,,,,,,
282,2022/1/24,12:20,-1,0,1025,"20,4 km/sa, KB","10,00",Çok bulutlu (762 m)
283,2022/1/24,14:20,-2,0,1024,"44,4 km/sa, KB","6,00",Çok bulutlu (762 m)
