,Date,Hour,Dew_Point,TD1,TD2,TD3,TD4,TD5
64,2021/1/6,08:20,8,10,1022,"5,56 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
65,2021/1/6,10:20,9,12,1023,"7,41 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
66,12:20,12:20,,,,,,
67,2021/1/6,14:20,6,13,1022,"7,41 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
68,2021/1/6,16:20,6,15,1022,"7,41 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
69,18:20,18:20,,,,,,
70,2021/1/6,20:20,8,11,1021,"5,56 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
71,2021/1/6,22:20,7,11,1021,"7,41 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
72,00:20,00:20,,,,,,
73,2021/1/7,02:20,7,11,1020,"9,26 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
74,2021/1/7,04:20,7,11,1019,"16,7 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
75,06:20,06:20,,,,,,
76,2021/1/7,08:20,7,11,1018,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
77,2021/1/7,10:20,8,13,1018,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
78,12:20,12:20,,,,,,
79,2021/1/7,14:20,9,14,1017,"13,0 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
80,2021/1/7,16:20,10,14,1017,"14,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
81,18:20,18:20,,,,,,
82,2021/1/7,20:20,9,14,1018,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
83,2021/1/7,22:20,9,14,1018,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
84,00:20,00:20,,,,,,
85,2021/1/8,02:20,9,11,1017,"1,85 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
86,2021/1/8,04:20,9,14,1016,"5,56 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
87,06:20,06:20,,,,,,
88,2021/1/8,08:20,9,13,1015,"11,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
89,2021/1/8,10:20,10,14,1015,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
90,12:20,12:20,,,,,,
91,2021/1/8,14:20,10,15,1013,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
92,2021/1/8,16:20,10,15,1012,"11,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
93,18:20,18:20,,,,,,
94,2021/1/8,20:20,10,16,1012,"29,6 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
95,2021/1/8,22:20,10,16,1012,"25,9 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
96,00:20,00:20,,,,,,
97,2021/1/9,02:20,10,15,1012,"14,8 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
98,2021/1/9,04:20,10,15,1012,"16,7 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
99,06:20,06:20,,,,,,
100,2021/1/9,08:20,10,15,1012,"9,26 km/sa, B","10,00",Çok bulutlu (3.048 m)
101,2021/1/9,10:20,9,10,1015,"22,2 km/sa, K","10,00",Çok bulutlu (2.438 m)
102,12:20,12:20,,,,,,
103,2021/1/9,14:20,8,9,1015,"24,1 km/sa, K","10,00",Çok bulutlu (2.134 m)
104,2021/1/9,16:20,8,9,1016,"27,8 km/sa, K","8,00",Çok bulutlu (2.134 m)
105,18:20,18:20,,,,,,
106,2021/1/9,20:20,8,9,1018,"25,9","8,00",Çok bulutlu (823 m)
107,2021/1/9,22:20,8,9,1018,"25,9","7,00",Çok bulutlu (823 m)
108,00:20,00:20,,,,,,
109,2021/1/10,02:20,8,9,1016,"18,5","7,00",Çok bulutlu (671 m)
110,2021/1/10,04:20,8,10,1015,"18,5","10,00",Çok bulutlu (762 m)
111,06:20,06:20,,,,,,
112,2021/1/10,08:20,8,9,1019,"20,4","10,00",Çok bulutlu (762 m)
113,2021/1/10,10:20,7,8,1020,"24,1","10,00",Kapalı (671 m)
114,12:20,12:20,,,,,,
115,2021/1/10,14:20,7,9,1020,"16,7","8,00",Kapalı (762 m)
116,2021/1/10,16:20,8,9,1020,"18,5","10,00",Kapalı (701 m)
117,18:20,18:20,,,,,,
118,2021/1/10,20:20,8,9,1019,"9,26","8,00",Kapalı (853 m)
119,2021/1/10,22:20,8,9,1017,"11,1 km/sa, D","10,00",Kapalı (2.438 m)
120,00:20,00:20,,,,,,
121,2021/1/11,02:20,8,9,1015,"9,26 km/sa, K","10,00",Kapalı (3.048 m)
122,2021/1/11,04:20,9,9,1014,"11,1 km/sa, K","10,00",Kapalı (2.743 m)
123,06:20,06:20,,,,,,
124,2021/1/11,08:20,8,9,1013,0 km/sa,"4,00",Kapalı (2.743 m)
125,2021/1/11,10:20,11,11,1014,"1,85 km/sa","8,00",Çok bulutlu (6.096 m)
126,12:20,12:20,,,,,,
127,2021/1/11,14:20,13,19,1014,"16,7 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
128,2021/1/11,16:20,13,19,1014,"9,26 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
129,18:20,18:20,,,,,,
130,2021/1/11,20:20,13,15,1015,0 km/sa,"10,00",Çok bulutlu (3.048 m)
131,2021/1/11,22:20,11,13,1015,"11,1 km/sa, K","8,00",Çok bulutlu (2.438 m)
132,00:20,00:20,,,,,,
133,2021/1/12,02:20,11,13,1014,"11,1","10,00",Çok bulutlu (2.134 m)
134,2021/1/12,04:20,11,13,1014,"5,56 km/sa, D","10,00",Çok bulutlu (2.134 m)
135,06:20,06:20,,,,,,
136,2021/1/12,08:20,11,12,1012,"1,85 km/sa","10,00",Çok bulutlu (2.134 m)
137,2021/1/12,10:20,12,14,1011,0 km/sa,"10,00",Çok bulutlu (2.438 m)
138,12:20,12:20,,,,,,
139,2021/1/12,14:20,10,17,1006,"16,7 km/sa, GB","10,00",Çok bulutlu (2.743 m)
140,2021/1/12,16:20,10,17,1005,"20,4 km/sa, GB","10,00",Çok bulutlu (2.743 m)
141,18:20,18:20,,,,,,
142,20:20,20:20,,,,,,
143,2021/1/12,22:20,8,9,1008,"5,56 km/sa, D","3,50",Çok bulutlu (762 m)
144,00:20,00:20,,,,,,
145,2021/1/13,02:20,7,11,1002,"25,9 km/sa, G","8,00",Çok bulutlu (2.438 m)
146,2021/1/13,04:20,7,11,1004,"24,1 km/sa, GB","10,00",Çok bulutlu (3.048 m)
147,06:20,06:20,,,,,,
148,2021/1/13,08:20,5,6,1006,"20,4 km/sa, K","9,00",Çok bulutlu (762 m)
149,2021/1/13,10:20,4,6,1007,"24,1 km/sa, K","10,00",Çok bulutlu (610 m)
150,12:20,12:20,,,,,,
151,2021/1/13,14:20,3,7,1007,"20,4 km/sa, K","10,00",Çok bulutlu (792 m)
152,2021/1/13,16:20,3,6,1008,"18,5 km/sa, K","10,00",Çok bulutlu (914 m)
153,18:20,18:20,,,,,,
154,20:20,20:20,,,,,,
155,2021/1/13,22:20,3,6,1009,"13,0 km/sa, K","10,00",Çok bulutlu (1.219 m)
156,00:20,00:20,,,,,,
157,2021/1/14,02:20,3,6,1009,"11,1 km/sa, K","10,00",Çok bulutlu (2.134 m)
158,2021/1/14,04:20,3,5,1009,"22,2 km/sa, K","10,00",Çok bulutlu (1.067 m)
159,06:20,06:20,,,,,,
160,2021/1/14,08:20,0,4,1009,"20,4 km/sa, K","10,00",Çok bulutlu (2.134 m)
161,2021/1/14,10:20,0,4,1010,"7,41 km/sa, KB","10,00",Çok bulutlu (2.438 m)
162,12:20,12:20,,,,,,
163,2021/1/14,14:20,0,5,1010,"9,26 km/sa, B","10,00",Çok bulutlu (762 m)
164,2021/1/14,16:20,-1,5,1009,"5,56 km/sa, K","10,00",Parçalı Bulutlu (1.067 m)
165,18:20,18:20,,,,,,
166,2021/1/14,20:20,-2,5,1010,"7,41 km/sa, GB","10,00",Çok bulutlu (2.134 m)
167,2021/1/14,22:20,-1,5,1009,"11,1 km/sa, GB","10,00",Parçalı Bulutlu (2.134 m)
168,00:20,00:20,,,,,,
169,2021/1/15,02:20,1,7,1009,"18,5 km/sa, GB","10,00",Çok bulutlu (2.438 m)
170,2021/1/15,04:20,2,3,1009,"7,41 km/sa, K","6,00",Çok bulutlu (457 m)
171,06:20,06:20,,,,,,
172,2021/1/15,08:20,0,1,1012,"18,5 km/sa, K","6,00",Çok bulutlu (427 m)
173,2021/1/15,10:20,0,3,1014,"5,56 km/sa, B","10,00",Çok bulutlu (3.048 m)
174,12:20,12:20,,,,,,
175,2021/1/15,14:20,-2,6,1015,"14,8 km/sa, KB","10,00",Çok bulutlu (2.134 m)
176,2021/1/15,16:20,-2,5,1016,"9,26 km/sa, K","10,00",Çok bulutlu (2.134 m)
177,18:20,18:20,,,,,,
178,2021/1/15,20:20,-1,3,1017,"1,85 km/sa, K","10,00",Çok bulutlu (1.372 m)
179,2021/1/15,22:20,-2,3,1017,"7,41 km/sa, D","10,00",Az Bulutlu (1.067 m)
180,00:20,00:20,,,,,,
181,2021/1/16,02:20,-1,4,1016,"9,26 km/sa, D","10,00",Parçalı Bulutlu (2.134 m)
182,2021/1/16,04:20,-2,2,1015,"7,41","10,00",Bulut Tavanı ve Görüş Temiz
183,06:20,06:20,,,,,,
184,2021/1/16,08:20,-2,3,1013,"11,1","10,00",Bulut Tavanı ve Görüş Temiz
185,2021/1/16,10:20,-2,4,1012,"11,1 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
186,12:20,12:20,,,,,,
187,2021/1/16,14:20,1,5,1009,"18,5 km/sa, D","10,00",Çok bulutlu (2.438 m)
188,2021/1/16,16:20,1,3,1009,"18,5","8,00",Çok bulutlu (671 m)
189,18:20,18:20,,,,,,
190,20:20,20:20,,,,,,
191,2021/1/16,22:20,1,2,1009,"18,5 km/sa, K","7,00",Çok bulutlu (274 m)
192,00:20,00:20,,,,,,
193,2021/1/17,02:20,0,2,1009,"27,8 km/sa, K","6,00",Çok bulutlu (853 m)
194,2021/1/17,04:20,-1,1,1010,"27,8 km/sa, K","9,00",Çok bulutlu (853 m)
195,06:20,06:20,,,,,,
196,2021/1/17,08:20,-1,1,1011,"33,3 km/sa, K","10,00",Çok bulutlu (853 m)
197,2021/1/17,10:20,-2,1,1012,"37,0 km/sa, K","8,00",Çok bulutlu (762 m)
198,12:20,12:20,,,,,,
199,2021/1/17,14:20,-2,-1,1014,"25,9 km/sa, K","3,50",Çok bulutlu (610 m)
200,2021/1/17,16:20,-3,-1,1015,"24,1 km/sa, K","10,00",Çok bulutlu (305 m)
201,18:20,18:20,,,,,,
202,2021/1/17,20:20,-5,0,1017,"14,8 km/sa, K","10,00",Çok bulutlu (762 m)
203,2021/1/17,22:20,-5,-1,1018,"22,2 km/sa, K","10,00",Çok bulutlu (762 m)
204,00:20,00:20,,,,,,
205,2021/1/18,02:20,-7,-3,1018,"14,8 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
206,2021/1/18,04:20,-8,-4,1019,"5,56 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
207,06:20,06:20,,,,,,
208,2021/1/18,08:20,-5,-3,1021,"18,5 km/sa, K","4,50",Çok bulutlu (762 m)
209,2021/1/18,10:20,-3,-3,1022,"7,41 km/sa, KB","10,00",Çok bulutlu (914 m)
210,12:20,12:20,,,,,,
211,2021/1/18,14:20,-7,1,1022,"7,41","10,00",Parçalı Bulutlu (1.067 m)
212,2021/1/18,16:20,-7,1,1021,"1,85 km/sa","10,00",Parçalı Bulutlu (1.067 m)
213,18:20,18:20,,,,,,
214,2021/1/18,20:20,-6,-2,1023,"11,1 km/sa, K","10,00",Az Bulutlu (1.067 m)
215,2021/1/18,22:20,-6,-3,1023,"5,56 km/sa, K","10,00",Az Bulutlu (1.067 m)
216,00:20,00:20,,,,,,
217,2021/1/19,02:20,-8,-4,1024,"11,1 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
218,2021/1/19,04:20,-8,-4,1024,"11,1 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
219,06:20,06:20,,,,,,
220,2021/1/19,08:20,-7,-5,1024,"11,1 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
221,2021/1/19,10:20,-5,0,1025,"7,41 km/sa, K","10,00",Az Bulutlu (1.067 m)
222,12:20,12:20,,,,,,
223,2021/1/19,14:20,-4,3,1024,"7,41 km/sa, K","10,00",Parçalı Bulutlu (914 m)
224,2021/1/19,16:20,-4,3,1024,"7,41 km/sa, K","10,00",Parçalı Bulutlu (914 m)
225,18:20,18:20,,,,,,
226,2021/1/19,20:20,-4,-1,1025,"9,26 km/sa, K","10,00",Az Bulutlu (1.219 m)
227,2021/1/19,22:20,-4,-1,1025,"5,56 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
228,00:20,00:20,,,,,,
229,2021/1/20,02:20,-6,-3,1026,"3,70","10,00",Bulut Tavanı ve Görüş Temiz
230,2021/1/20,04:20,-6,-4,1026,"5,56 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
231,06:20,06:20,,,,,,
232,2021/1/20,08:20,-4,-1,1027,"7,41 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
233,2021/1/20,10:20,-2,3,1027,"25,9 km/sa, GB","10,00",Parçalı Bulutlu (853 m)
234,12:20,12:20,,,,,,
235,2021/1/20,14:20,-2,5,1027,"22,2 km/sa, GB","10,00",Çok bulutlu (3.658 m)
236,2021/1/20,16:20,-2,5,1027,"24,1 km/sa, GB","10,00",Çok bulutlu (3.658 m)
237,18:20,18:20,,,,,,
238,2021/1/20,20:20,0,6,1027,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
239,2021/1/20,22:20,-1,6,1027,"29,6 km/sa, GB","10,00",Çok bulutlu (2.743 m)
240,00:20,00:20,,,,,,
241,2021/1/21,02:20,1,7,1027,"25,9 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
242,2021/1/21,04:20,1,7,1027,"35,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
243,06:20,06:20,,,,,,
244,2021/1/21,08:20,1,7,1028,"25,9 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
245,2021/1/21,10:20,1,8,1028,"27,8 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
246,12:20,12:20,,,,,,
247,2021/1/21,14:20,1,10,1027,"24,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
248,2021/1/21,16:20,2,10,1026,"22,2 km/sa, G","10,00",Parçalı Bulutlu (6.096 m)
249,18:20,18:20,,,,,,
250,2021/1/21,20:20,4,10,1026,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
251,2021/1/21,22:20,4,10,1026,"24,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
252,00:20,00:20,,,,,,
253,2021/1/22,02:20,5,10,1025,"20,4 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
254,2021/1/22,04:20,5,10,1025,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
255,06:20,06:20,,,,,,
256,2021/1/22,08:20,5,11,1025,"14,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
257,2021/1/22,10:20,5,12,1025,"18,5 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
258,12:20,12:20,,,,,,
259,2021/1/22,14:20,5,13,1022,"20,4 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
260,2021/1/22,16:20,6,12,1021,"22,2 km/sa, GB","10,00",Parçalı Bulutlu (2.743 m)
261,18:20,18:20,,,,,,
262,2021/1/22,20:20,8,12,1022,"16,7 km/sa, GB","10,00",Çok bulutlu (2.743 m)
263,2021/1/22,22:20,7,11,1021,"16,7 km/sa, GB","10,00",Çok bulutlu (2.743 m)
264,00:20,00:20,,,,,,
265,2021/1/23,02:20,7,11,1020,"18,5 km/sa, GB","10,00",Parçalı Bulutlu (2.743 m)
266,2021/1/23,04:20,7,11,1020,"11,1 km/sa, GB","10,00",Parçalı Bulutlu (2.743 m)
267,06:20,06:20,,,,,,
268,2021/1/23,08:20,6,11,1019,"24,1 km/sa, GB","10,00",Çok bulutlu (2.438 m)
269,2021/1/23,10:20,6,12,1019,"24,1 km/sa, GB","10,00",Parçalı Bulutlu (1.372 m)
270,12:20,12:20,,,,,,
271,2021/1/23,14:20,6,14,1017,"20,4 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
272,2021/1/23,16:20,7,13,1016,"11,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
273,18:20,18:20,,,,,,
274,2021/1/23,20:20,7,13,1015,"14,8 km/sa, GB","10,00",Çok bulutlu (2.134 m)
275,2021/1/23,22:20,7,13,1015,"13,0 km/sa, G","10,00",Çok bulutlu (1.372 m)
276,00:20,00:20,,,,,,
277,2021/1/24,02:20,7,11,1013,"9,26 km/sa, G","10,00",Çok bulutlu (2.134 m)
278,2021/1/24,04:20,7,11,1012,"18,5 km/sa, G","10,00",Çok bulutlu (2.134 m)
279,06:20,06:20,,,,,,
280,2021/1/24,08:20,7,12,1010,"7,41 km/sa, G","10,00",Çok bulutlu (2.134 m)
281,2021/1/24,10:20,8,11,1011,"18,5 km/sa, GB","10,00",Çok bulutlu (2.438 m)
282,12:20,12:20,,,,,,
283,2021/1/24,14:20,9,13,1011,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
284,2021/1/24,16:20,9,13,1010,"27,8 km/sa, GB","10,00",Az Bulutlu (1.219 m)
285,18:20,18:20,,,,,,
286,2021/1/24,20:20,8,13,1011,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
287,2021/1/24,22:20,8,12,1011,"18,5 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
288,00:20,00:20,,,,,,
289,2021/1/25,02:20,7,13,1010,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
290,2021/1/25,04:20,7,12,1009,"11,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
291,06:20,06:20,,,,,,
292,08:20,08:20,,,,,,
293,2021/1/25,10:20,9,11,1006,"16,7 km/sa, GB","10,00",Çok bulutlu (762 m)
294,12:20,12:20,,,,,,
295,2021/1/25,14:20,9,11,1004,"35,2 km/sa, GB","10,00",Çok bulutlu (762 m)
296,2021/1/25,16:20,9,11,1005,"27,8 km/sa, G","10,00",Çok bulutlu (762 m)
297,18:20,18:20,,,,,,
298,2021/1/25,20:20,9,11,1009,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
299,2021/1/25,22:20,9,12,1010,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
300,00:20,00:20,,,,,,
301,2021/1/26,02:20,9,11,1010,"11,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
302,2021/1/26,04:20,9,11,1009,"7,41 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
303,06:20,06:20,,,,,,
304,2021/1/26,08:20,8,13,1008,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
305,2021/1/26,10:20,9,14,1008,"31,5 km/sa, GB","10,00",Çok bulutlu (2.438 m)
306,12:20,12:20,,,,,,
307,2021/1/26,14:20,10,12,1007,"16,7 km/sa, B","10,00",Çok bulutlu (2.438 m)
308,2021/1/26,16:20,10,12,1006,"14,8 km/sa, GB","8,00",Çok bulutlu (975 m)
309,18:20,18:20,,,,,,
310,2021/1/26,20:20,9,14,1004,"16,7 km/sa, G","10,00",Çok bulutlu (2.743 m)
311,2021/1/26,22:20,10,13,1004,"18,5 km/sa, GB","10,00",Çok bulutlu (2.743 m)
312,00:20,00:20,,,,,,
313,2021/1/27,02:20,7,13,1000,"9,26 km/sa, B","10,00",Çok bulutlu (2.743 m)
314,2021/1/27,04:20,7,8,"998,0","27,8 km/sa, K","7,00",Çok bulutlu (914 m)
315,06:20,06:20,,,,,,
316,2021/1/27,08:20,3,4,"999,0","42,6 km/sa, K","4,00",Çok bulutlu (853 m)
317,2021/1/27,10:20,2,4,"998,0","44,4 km/sa, K","6,00",Çok bulutlu (914 m)
318,12:20,12:20,,,,,,
319,2021/1/27,14:20,1,3,1001,"37,0 km/sa, K","7,00",Çok bulutlu (671 m)
320,2021/1/27,16:20,1,3,1003,"29,6 km/sa, K","8,00",Çok bulutlu (1.067 m)
321,18:20,18:20,,,,,,
322,2021/1/27,20:20,1,2,1006,"25,9 km/sa, K","7,00",Çok bulutlu (671 m)
323,22:20,22:20,,,,,,
324,00:20,00:20,,,,,,
325,2021/1/28,02:20,0,1,1009,"22,2 km/sa, KB","10,00",Çok bulutlu (244 m)
326,2021/1/28,04:20,-1,1,1010,"20,4 km/sa, KB","10,00",Çok bulutlu (244 m)
327,06:20,06:20,,,,,,
328,2021/1/28,08:20,-2,1,1012,"5,56 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
329,2021/1/28,10:20,-2,3,1012,"11,1 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
330,12:20,12:20,,,,,,
331,2021/1/28,14:20,-2,5,1013,"18,5 km/sa, B","10,00",Parçalı Bulutlu (1.067 m)
332,2021/1/28,16:20,-3,5,1013,"14,8 km/sa, B","10,00",Parçalı Bulutlu (3.048 m)
333,18:20,18:20,,,,,,
334,2021/1/28,20:20,-3,4,1014,"14,8 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
335,2021/1/28,22:20,-4,1,1014,"9,26 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
336,00:20,00:20,,,,,,
337,2021/1/29,02:20,-4,4,1014,"14,8 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
338,2021/1/29,04:20,-2,4,1013,"18,5 km/sa, GB","10,00",Parçalı Bulutlu (975 m)
339,06:20,06:20,,,,,,
340,2021/1/29,08:20,0,5,1013,"27,8 km/sa, GB","10,00",Parçalı Bulutlu (2.438 m)
341,2021/1/29,10:20,0,6,1013,"35,2 km/sa, GB","10,00",Az Bulutlu (1.219 m)
342,12:20,12:20,,,,,,
343,2021/1/29,14:20,2,8,1011,"31,5 km/sa, GB","10,00",Çok bulutlu (5.486 m)
